0.39,0.00
0.41,0.00
0.41,0.00
0.40,0.00
0.42,0.00
0.43,0.00
0.40,0.00
0.38,0.00
0.43,0.00
0.43,0.00
0.42,0.00
0.43,0.00
0.41,0.00
0.42,0.00
0.41,0.00
0.43,0.00
0.40,0.00
0.40,0.00
0.44,0.00
0.45,0.00
0.43,0.00
0.40,0.00
0.43,0.00
0.43,0.00
0.42,0.00
0.40,0.00
0.41,0.00
0.44,0.00
0.40,0.00
0.43,0.00
0.42,0.00
0.43,0.00
0.42,0.00
0.40,0.00
0.40,0.00
0.42,0.00
0.39,0.00
0.42,0.00
0.40,0.00
0.42,0.00
0.43,0.00
0.76,0.02
0.83,0.00
0.69,0.00
0.61,0.00
0.54,0.00
0.50,0.00
0.52,0.00
0.50,0.00
0.50,0.00
0.52,0.00
0.50,0.00
0.49,0.00
0.49,0.01
0.50,0.00
0.49,0.01
0.47,0.00
0.49,0.00
0.49,0.00
0.49,0.00
0.47,0.00
0.50,0.00
0.49,0.00
0.49,0.00
0.48,0.00
0.49,0.01
0.51,0.00
0.49,0.01
0.52,0.00
0.49,0.00
0.50,0.00
0.51,0.01
0.50,0.00
0.51,0.00
0.45,0.00
0.84,0.00
0.85,0.00
0.74,0.00
0.66,0.00
0.55,0.00
0.53,0.00
0.47,0.00
0.49,0.00
0.48,0.00
0.47,0.00
0.49,0.00
0.45,0.00
0.45,0.00
0.43,0.00
0.45,0.00
0.48,0.00
0.42,0.00
0.43,0.00
0.43,0.00
0.46,0.00
0.43,0.00
0.41,0.00
0.45,0.00
0.43,0.00
0.45,0.00
0.45,0.00
0.44,0.00
0.43,0.00
0.44,0.00
0.46,0.00
0.44,0.00
0.45,0.00
0.45,0.00
0.44,0.00
0.45,0.00
0.49,0.00
0.40,0.00
0.45,0.00
0.44,0.00
0.44,0.00
0.46,0.00
0.46,0.00
0.44,0.00
0.44,0.00
0.45,0.00
0.43,0.00
0.47,0.00
0.43,0.00
0.46,0.00
0.43,0.00
0.47,0.00
0.46,0.00
0.43,0.00
0.45,0.00
0.44,0.00
0.46,0.00
0.45,0.00
0.44,0.00
0.46,0.00
0.43,0.00
0.44,0.00
0.44,0.00
0.45,0.00
0.45,0.00
0.44,0.00
0.44,0.00
0.47,0.00
0.43,0.00
0.45,0.00
0.45,0.00
0.44,0.00
0.45,0.00
0.46,0.00
0.43,0.00
0.45,0.00
0.44,0.00
0.45,0.00
0.48,0.00
0.45,0.00
0.43,0.00
0.47,0.00
0.44,0.00
0.44,0.00
0.50,0.00
0.45,0.00
0.44,0.00
0.46,0.00
0.43,0.00
0.46,0.00
0.46,0.00
0.44,0.00
0.45,0.00
0.45,0.00
0.43,0.00
0.45,0.00
0.48,0.00
0.43,0.00
0.47,0.00
0.44,0.00
0.45,0.00
0.48,0.00
0.47,0.00
0.44,0.00
0.45,0.00
0.46,0.00
0.45,0.00
0.46,0.00
0.45,0.00
0.44,0.00
0.46,0.00
0.47,0.00
0.48,0.00
0.46,0.00
0.44,0.00
0.46,0.00
0.45,0.00
0.48,0.00
0.46,0.00
0.46,0.00
0.46,0.00
0.45,0.00
0.45,0.00
0.45,0.00
0.47,0.00
0.49,0.00
0.46,0.00
