0.45,0.00
0.45,0.00
0.46,0.00
0.45,0.00
0.45,0.00
0.46,0.00
0.46,0.00
0.46,0.00
0.46,0.00
0.44,0.00
0.45,0.00
0.47,0.00
0.46,0.00
0.47,0.00
0.47,0.00
0.46,0.00
0.45,0.00
0.45,0.00
0.46,0.00
0.45,0.00
0.44,0.00
0.44,0.00
0.45,0.00
0.47,0.00
0.46,0.00
0.45,0.00
0.43,0.00
0.46,0.00
0.46,0.00
0.46,0.00
0.46,0.00
0.45,0.00
0.46,0.00
0.45,0.00
0.45,0.00
0.45,0.00
0.46,0.00
0.46,0.00
0.47,0.00
0.45,0.00
0.47,0.00
0.45,0.00
0.45,0.00
0.48,0.00
0.48,0.00
0.48,0.00
0.47,0.00
0.46,0.00
0.46,0.00
0.45,0.00
0.45,0.00
0.42,0.00
0.43,0.00
0.42,0.00
0.41,0.00
0.42,0.00
0.40,0.00
0.43,0.00
0.43,0.00
0.43,0.00
0.43,0.00
0.43,0.00
0.40,0.00
0.73,0.01
0.81,0.01
0.68,0.00
0.58,0.00
0.53,0.00
0.54,0.01
0.50,0.00
0.50,0.00
0.49,0.00
0.50,0.00
0.49,0.00
0.49,0.00
0.49,0.00
0.48,0.00
0.49,0.00
0.50,0.01
0.51,0.00
0.50,0.01
0.48,0.00
0.48,0.01
0.52,0.01
0.51,0.00
0.33,0.00
0.49,0.00
0.86,0.00
0.83,0.00
0.70,0.00
0.64,0.00
0.57,0.00
0.55,0.00
0.52,0.00
0.52,0.00
0.50,0.00
0.51,0.00
0.50,0.00
0.52,0.00
0.48,0.00
0.52,0.00
0.52,0.00
0.53,0.00
0.49,0.00
0.50,0.00
0.48,0.00
0.53,0.00
0.49,0.00
0.50,0.00
0.47,0.00
0.52,0.00
0.46,0.00
0.53,0.00
0.49,0.00
0.50,0.00
0.50,0.00
0.50,0.00
0.50,0.00
0.48,0.00
0.48,0.00
0.49,0.00
0.52,0.00
0.50,0.00
0.50,0.00
0.49,0.00
0.49,0.00
0.47,0.00
0.52,0.00
0.53,0.00
0.50,0.00
0.49,0.00
0.50,0.00
0.48,0.00
0.49,0.00
0.52,0.00
0.52,0.00
0.54,0.00
0.50,0.00
0.51,0.00
0.50,0.00
0.53,0.00
0.49,0.00
0.52,0.00
0.51,0.00
0.47,0.00
0.49,0.00
0.50,0.00
0.49,0.00
0.51,0.00
0.51,0.00
0.51,0.00
0.48,0.00
0.52,0.00
0.48,0.00
0.52,0.00
0.50,0.00
0.52,0.00
0.50,0.00
0.52,0.00
0.52,0.00
0.49,0.00
0.50,0.00
0.48,0.00
0.49,0.00
0.49,0.00
0.49,0.00
0.49,0.00
0.49,0.00
0.51,0.00
0.50,0.00
0.48,0.00
0.52,0.00
0.50,0.00
0.51,0.00
0.47,0.00
0.50,0.00
0.50,0.00
0.48,0.00
0.47,0.00
0.50,0.00
0.48,0.00
0.50,0.00
0.51,0.00
0.49,0.00
0.50,0.00
0.47,0.00
0.50,0.00
0.49,0.00
0.48,0.00
0.49,0.00
0.50,0.00
0.52,0.00
0.48,0.00
0.50,0.00
0.50,0.00
0.49,0.00
0.50,0.00
0.49,0.00
0.50,0.00
0.49,0.00
0.49,0.00
0.49,0.00
0.48,0.00
0.48,0.00
0.50,0.00
0.48,0.00
0.53,0.00
0.49,0.00
0.53,0.00
0.50,0.00
0.50,0.00
0.48,0.00
0.52,0.00
0.52,0.00
0.50,0.00
0.47,0.00
0.48,0.00
0.52,0.00
0.48,0.00
0.49,0.00
0.47,0.00
0.50,0.00
0.50,0.00
0.48,0.00
0.52,0.00
0.49,0.00
0.49,0.00
0.49,0.00
0.52,0.00
0.49,0.00
0.48,0.00
0.52,0.00
0.49,0.00
0.49,0.00
0.45,0.00
0.50,0.00
0.50,0.00
0.50,0.00
0.49,0.00
0.50,0.00
0.52,0.00
0.52,0.00
0.48,0.00
0.47,0.00
0.50,0.00
0.49,0.00
0.50,0.00
0.48,0.00
0.50,0.00
0.50,0.00
0.49,0.00
0.49,0.00
0.50,0.00
0.47,0.00
0.52,0.00
0.48,0.00
0.50,0.00
0.46,0.00
0.49,0.00
0.50,0.00
0.48,0.00
0.52,0.00
0.52,0.00
0.50,0.00
0.50,0.00
0.50,0.00
0.52,0.00
0.50,0.00
0.49,0.00
0.47,0.00
0.47,0.00
0.50,0.00
0.51,0.00
0.52,0.00
0.50,0.00
0.49,0.00
0.50,0.00
0.50,0.00
0.50,0.00
0.50,0.00
0.50,0.00
0.52,0.00
0.49,0.00
0.52,0.00
0.50,0.00
0.48,0.00
0.50,0.00
0.49,0.00
0.49,0.00
0.53,0.00
0.47,0.00
0.49,0.00
0.48,0.00
0.49,0.00
0.50,0.00
0.52,0.00
0.50,0.00
0.49,0.00
0.49,0.00
0.50,0.00
0.48,0.00
0.50,0.00
0.48,0.00
0.50,0.00
0.47,0.00
0.50,0.00
0.50,0.00
0.49,0.00
0.51,0.00
0.51,0.00
0.50,0.00
0.52,0.00
0.52,0.00
0.50,0.00
0.51,0.00
0.50,0.00
0.52,0.00
0.46,0.00
0.48,0.00
0.53,0.00
0.51,0.00
0.50,0.00
0.50,0.00
0.50,0.00
0.47,0.00
0.48,0.00
0.51,0.00
0.49,0.00
0.48,0.00
0.49,0.00
0.50,0.00
0.50,0.00
0.47,0.00
0.50,0.00
0.48,0.00
0.49,0.00
0.50,0.00
0.48,0.00
0.50,0.00
0.48,0.00
0.49,0.00
0.52,0.00
0.48,0.00
0.50,0.00
0.48,0.00
0.49,0.00
0.48,0.00
0.50,0.00
0.51,0.00
0.50,0.00
0.46,0.00
0.52,0.00
0.50,0.00
0.52,0.00
0.52,0.00
0.49,0.00
0.50,0.00
0.49,0.00
0.48,0.00
0.49,0.00
0.48,0.00
0.48,0.00
0.50,0.00
0.51,0.00
0.49,0.00
0.49,0.00
0.50,0.00
0.49,0.00
0.52,0.00
0.47,0.00
0.48,0.00
0.51,0.00
0.50,0.00
0.49,0.00
0.48,0.00
0.49,0.00
0.50,0.00
0.48,0.00
0.47,0.00
0.47,0.00
0.50,0.00
0.51,0.00
0.49,0.00
0.50,0.00
0.47,0.00
0.50,0.00
0.49,0.00
0.50,0.00
0.48,0.00
0.48,0.00
0.49,0.00
0.50,0.00
0.51,0.00
0.52,0.00
0.49,0.00
0.49,0.00
0.49,0.00
0.50,0.00
0.47,0.00
0.52,0.00
0.46,0.00
0.50,0.00
0.47,0.00
0.49,0.00
0.48,0.00
0.51,0.00
0.52,0.00
0.50,0.00
0.48,0.00
0.50,0.00
0.49,0.00
0.48,0.00
0.50,0.00
0.50,0.00
0.49,0.00
0.50,0.00
0.49,0.00
0.51,0.00
0.49,0.00
0.50,0.00
0.50,0.00
0.51,0.00
0.48,0.00
0.50,0.00
0.49,0.00
0.50,0.00
0.49,0.00
0.50,0.00
0.52,0.00
0.49,0.00
0.49,0.00
0.48,0.00
0.49,0.00
0.48,0.00
0.49,0.00
0.49,0.00
0.48,0.00
0.49,0.00
0.48,0.00
0.49,0.00
0.49,0.00
0.45,0.00
0.49,0.00
0.49,0.00
0.49,0.00
0.46,0.00
0.49,0.00
0.47,0.00
0.48,0.00
0.48,0.00
0.51,0.00
0.47,0.00
0.50,0.00
0.50,0.00
0.52,0.00
0.49,0.00
0.51,0.00
0.48,0.00
0.47,0.00
0.50,0.00
0.49,0.00
0.48,0.00
0.48,0.00
0.50,0.00
0.50,0.00
0.49,0.00
